modname:botania

texture:id=txt0099,filename=assets/botania/textures/block/agricarnation_chibi.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/botania/textures/block/metamorphic_mountain_cobblestone.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/botania/textures/block/bifrost.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/botania/textures/block/spectral_platform.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/botania/textures/block/runic_altar_top.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/botania/textures/block/runic_altar_side.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/botania/textures/block/mana_quartz_side.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/minecraft/textures/bottom.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/botania/textures/block/mana_quartz_top.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/botania/textures/block/mana_quartz_bottom.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/botania/textures/block/purple_mystical_flower.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/botania/textures/block/orechid_ignem.png,xcount=1,ycount=1
texture:id=txt0298,filename=assets/botania/textures/block/blue_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/botania/textures/block/terrasteel_block.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/botania/textures/block/metamorphic_forest_cobblestone.png,xcount=1,ycount=1
texture:id=txt0297,filename=assets/botania/textures/block/alfheim_portal_activated.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/botania/textures/block/red_string_comparator.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/botania/textures/block/corporea_crystal_cube_cloth.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/botania/textures/block/yellow_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/botania/textures/block/corporea_crystal_cube_base.png,xcount=1,ycount=1
texture:id=txt0299,filename=assets/botania/textures/block/yellow_double_flower_top.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/botania/textures/block/metamorphic_desert_bricks.png,xcount=1,ycount=1
texture:id=txt0290,filename=assets/botania/textures/block/corporea_slab_side.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/botania/textures/block/apothecary_plains_goblet.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/botania/textures/block/blue_pavement.png,xcount=1,ycount=1
texture:id=txt0292,filename=assets/botania/textures/block/red_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/botania/textures/block/yellow_pavement.png,xcount=1,ycount=1
texture:id=txt0291,filename=assets/botania/textures/block/cell_block.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/botania/textures/block/lime_shiny_flower.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/botania/textures/block/green_pavement.png,xcount=1,ycount=1
texture:id=txt0294,filename=assets/botania/textures/block/framed_dreamwood.png,xcount=1,ycount=1
