modname:biomesoplenty

texture:id=txt0099,filename=assets/biomesoplenty/textures/block/fir_log_top.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/biomesoplenty/textures/block/magic_door_top.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/biomesoplenty/textures/block/stripped_fir_log.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/biomesoplenty/textures/block/stripped_fir_log_top.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/biomesoplenty/textures/block/stripped_umbran_log.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/biomesoplenty/textures/block/stripped_umbran_log_top.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/biomesoplenty/textures/block/reed_top.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/biomesoplenty/textures/block/sprout.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/biomesoplenty/textures/block/cut_white_sandstone.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/biomesoplenty/textures/block/reed_bottom.png,xcount=1,ycount=1
texture:id=txt0056,filename=assets/biomesoplenty/textures/block/dead_grass.png,xcount=1,ycount=1
texture:id=txt0177,filename=assets/biomesoplenty/textures/block/dead_log.png,xcount=1,ycount=1
texture:id=txt0055,filename=assets/biomesoplenty/textures/block/magic_log.png,xcount=1,ycount=1
texture:id=txt0176,filename=assets/biomesoplenty/textures/block/dead_log_top.png,xcount=1,ycount=1
texture:id=txt0058,filename=assets/biomesoplenty/textures/block/black_sandstone.png,xcount=1,ycount=1
texture:id=txt0179,filename=assets/biomesoplenty/textures/block/willow_vine.png,xcount=1,ycount=1
texture:id=txt0057,filename=assets/biomesoplenty/textures/block/black_sandstone_bottom.png,xcount=1,ycount=1
texture:id=txt0178,filename=assets/biomesoplenty/textures/block/origin_leaves.png,xcount=1,ycount=1
texture:id=txt0059,filename=assets/biomesoplenty/textures/block/willow_sapling.png,xcount=1,ycount=1
texture:id=txt0050,filename=assets/biomesoplenty/textures/block/orange_cosmos.png,xcount=1,ycount=1
texture:id=txt0171,filename=assets/biomesoplenty/textures/block/mahogany_log_top.png,xcount=1,ycount=1
texture:id=txt0170,filename=assets/biomesoplenty/textures/block/pink_cherry_leaves.png,xcount=1,ycount=1
texture:id=txt0052,filename=assets/biomesoplenty/textures/block/palm_trapdoor.png,xcount=1,ycount=1
texture:id=txt0173,filename=assets/biomesoplenty/textures/block/nether_crystal_block.png,xcount=1,ycount=1
texture:id=txt0051,filename=assets/biomesoplenty/textures/block/cherry_planks.png,xcount=1,ycount=1
texture:id=txt0172,filename=assets/biomesoplenty/textures/block/mahogany_log.png,xcount=1,ycount=1
texture:id=txt0054,filename=assets/biomesoplenty/textures/block/umbran_log.png,xcount=1,ycount=1
texture:id=txt0175,filename=assets/biomesoplenty/textures/block/potted_lavender.png,xcount=1,ycount=1
texture:id=txt0053,filename=assets/biomesoplenty/textures/block/orange_sand.png,xcount=1,ycount=1
texture:id=txt0174,filename=assets/biomesoplenty/textures/block/chiseled_black_sandstone.png,xcount=1,ycount=1
