modname:mysticalagriculture

texture:id=txt0012,filename=assets/mysticalagriculture/textures/block/quartz_enriched_iron_flower.png,xcount=1,ycount=1
texture:id=txt0133,filename=assets/mysticalagriculture/textures/block/tinkering_table_bottom.png,xcount=1,ycount=1
texture:id=txt0011,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_1.png,xcount=1,ycount=1
texture:id=txt0099,filename=assets/mysticalagriculture/textures/block/inferium_block.png,xcount=1,ycount=1
texture:id=txt0132,filename=assets/mysticalagriculture/textures/block/tinkering_table_side.png,xcount=1,ycount=1
texture:id=txt0014,filename=assets/mysticalagriculture/textures/block/soul_glass.png,xcount=1,ycount=1
texture:id=txt0135,filename=assets/mysticalagriculture/textures/block/tinkering_table_bottom_2.png,xcount=1,ycount=1
texture:id=txt0013,filename=assets/mysticalagriculture/textures/block/flower_ingot.png,xcount=1,ycount=1
texture:id=txt0134,filename=assets/mysticalagriculture/textures/block/tinkering_table_top.png,xcount=1,ycount=1
texture:id=txt0016,filename=assets/minecraft/textures/block/farmland.png,xcount=1,ycount=1
texture:id=txt0137,filename=assets/mysticalagriculture/textures/block/imperium_reprocessor_side.png,xcount=1,ycount=1
texture:id=txt0015,filename=assets/minecraft/textures/block/dirt.png,xcount=1,ycount=1
texture:id=txt0136,filename=assets/mysticalagriculture/textures/block/soulium_gemstone_block.png,xcount=1,ycount=1
texture:id=txt0018,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_6.png,xcount=1,ycount=1
texture:id=txt0139,filename=assets/mysticalagriculture/textures/block/ice_flower.png,xcount=1,ycount=1
texture:id=txt0017,filename=assets/minecraft/textures/block/farmland_moist.png,xcount=1,ycount=1
texture:id=txt0138,filename=assets/mysticalagriculture/textures/block/imperium_reprocessor_front.png,xcount=1,ycount=1
texture:id=txt0019,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_7.png,xcount=1,ycount=1
texture:id=txt0090,filename=assets/mysticalagriculture/textures/block/soulstone_bricks.png,xcount=1,ycount=1
texture:id=txt0092,filename=assets/mysticalagriculture/textures/block/soulium_ingot_block.png,xcount=1,ycount=1
texture:id=txt0091,filename=assets/mysticalagriculture/textures/block/compressed_iron_flower.png,xcount=1,ycount=1
texture:id=txt0094,filename=assets/mysticalagriculture/textures/block/blaze_flower.png,xcount=1,ycount=1
texture:id=txt0093,filename=assets/mysticalagriculture/textures/block/witherproof_block.png,xcount=1,ycount=1
texture:id=txt0096,filename=assets/mysticalagriculture/textures/block/soulstone_smooth.png,xcount=1,ycount=1
texture:id=txt0095,filename=assets/mysticalagriculture/textures/block/sky_stone_flower.png,xcount=1,ycount=1
texture:id=txt0010,filename=assets/mysticalagriculture/textures/block/mystical_resource_crop_0.png,xcount=1,ycount=1
texture:id=txt0098,filename=assets/mysticalagriculture/textures/block/ghast_flower.png,xcount=1,ycount=1
texture:id=txt0131,filename=assets/mysticalagriculture/textures/block/prudentium_ingot_block.png,xcount=1,ycount=1
texture:id=txt0097,filename=assets/mysticalagriculture/textures/block/soulstone_smooth_slab_side.png,xcount=1,ycount=1
texture:id=txt0130,filename=assets/mysticalagriculture/textures/block/netherite_flower.png,xcount=1,ycount=1
texture:id=txt0023,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_2.png,xcount=1,ycount=1
texture:id=txt0144,filename=assets/mysticalagriculture/textures/block/zombie_flower.png,xcount=1,ycount=1
texture:id=txt0022,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_5.png,xcount=1,ycount=1
texture:id=txt0143,filename=assets/mysticalagriculture/textures/block/imperium_furnace_front.png,xcount=1,ycount=1
texture:id=txt0025,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_0.png,xcount=1,ycount=1
texture:id=txt0146,filename=assets/mysticalagriculture/textures/block/prudentium_block.png,xcount=1,ycount=1
texture:id=txt0024,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_3.png,xcount=1,ycount=1
texture:id=txt0145,filename=assets/mysticalagriculture/textures/block/elementium_flower.png,xcount=1,ycount=1
texture:id=txt0027,filename=assets/mysticalagriculture/textures/block/yellorium_flower.png,xcount=1,ycount=1
texture:id=txt0148,filename=assets/mysticalagriculture/textures/block/ender_biotite_flower.png,xcount=1,ycount=1
texture:id=txt0026,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_1.png,xcount=1,ycount=1
texture:id=txt0147,filename=assets/mysticalagriculture/textures/block/supremium_ingot_block.png,xcount=1,ycount=1
texture:id=txt0029,filename=assets/mysticalagriculture/textures/block/inferium_furnace_front_on.png,xcount=1,ycount=1
texture:id=txt0028,filename=assets/mysticalagriculture/textures/block/inferium_furnace_top.png,xcount=1,ycount=1
texture:id=txt0149,filename=assets/mysticalagriculture/textures/block/supremium_gemstone_block.png,xcount=1,ycount=1
texture:id=txt0140,filename=assets/mysticalagriculture/textures/block/imperium_furnace_top.png,xcount=1,ycount=1
texture:id=txt0021,filename=assets/mysticalagriculture/textures/block/mystical_mob_crop_4.png,xcount=1,ycount=1
texture:id=txt0142,filename=assets/mysticalagriculture/textures/block/imperium_furnace_side.png,xcount=1,ycount=1
texture:id=txt0020,filename=assets/mysticalagriculture/textures/block/slime_flower.png,xcount=1,ycount=1
